station_id,created_at,latitude,line_name,longitude,station_code,station_name,updated_at
347,"2026-01-26 11:17:50.094377",37.50368,7호선,126.786952,753,춘의역,"2026-01-26 11:18:09.105469"
348,"2026-01-26 11:17:50.097273",37.503054,7호선,126.776105,754,신중동역,"2026-01-26 11:18:09.105469"
349,"2026-01-26 11:17:50.099835",37.5046,7호선,126.764031,755,부천시청역,"2026-01-26 11:18:09.105469"
350,"2026-01-26 11:17:50.102540",37.505789,7호선,126.753048,756,상동역,"2026-01-26 11:18:09.105469"
351,"2026-01-26 11:17:50.105179",37.506457,7호선,126.742173,757,삼산체육관역,"2026-01-26 11:18:09.105469"
352,"2026-01-26 11:17:50.107264",37.506966,7호선,126.731266,758,굴포천역,"2026-01-26 11:18:09.105469"
353,"2026-01-26 11:17:50.109901",37.507439,7호선,126.720993,759,부평구청역,"2026-01-26 11:18:09.105469"
354,"2026-01-26 11:17:50.111993",37.508622,7호선,126.703516,760,산곡역,"2026-01-26 11:18:09.105469"
355,"2026-01-26 11:17:50.114746",37.506224,7호선,126.676105,761,석남역,"2026-01-26 11:18:09.105469"
356,"2026-01-26 11:17:50.117427",37.642118,8호선,127.127077,804,별내역,"2026-01-26 11:18:09.105469"
357,"2026-01-26 11:17:50.119530",37.62421,8호선,127.149741,805,다산역,"2026-01-26 11:18:09.105469"
358,"2026-01-26 11:17:50.122164",37.611119,8호선,127.137988,806,동구릉역,"2026-01-26 11:18:09.105469"
359,"2026-01-26 11:17:50.124792",37.602718,8호선,127.140614,807,구리역,"2026-01-26 11:18:09.105469"
360,"2026-01-26 11:17:50.127491",37.587183,8호선,127.137897,808,장자호수공원역,"2026-01-26 11:18:09.105469"
361,"2026-01-26 11:17:50.130215",37.557319,8호선,127.138212,809,암사역사공원역,"2026-01-26 11:18:09.105469"
362,"2026-01-26 11:17:50.132855",37.550127,8호선,127.127521,810,암사역,"2026-01-26 11:18:09.105469"
363,"2026-01-26 11:17:50.135760",37.53792,8호선,127.123179,811,천호역,"2026-01-26 11:18:09.105469"
364,"2026-01-26 11:17:50.137905",37.530348,8호선,127.120461,812,강동구청역,"2026-01-26 11:18:09.105469"
365,"2026-01-26 11:17:50.140504",37.517692,8호선,127.11274,813,몽촌토성역,"2026-01-26 11:18:09.105469"
366,"2026-01-26 11:17:50.143390",37.514649,8호선,127.104267,814,잠실역,"2026-01-26 11:18:09.105469"
367,"2026-01-26 11:17:50.147207",37.505396,8호선,127.106995,815,석촌역,"2026-01-26 11:18:09.105469"
368,"2026-01-26 11:17:50.150424",37.49978,8호선,127.11212,816,송파역,"2026-01-26 11:18:09.105469"
369,"2026-01-26 11:17:50.153585",37.493004,8호선,127.118279,817,가락시장역,"2026-01-26 11:18:09.105469"
370,"2026-01-26 11:17:50.156180",37.485931,8호선,127.122473,818,문정역,"2026-01-26 11:18:09.105469"
371,"2026-01-26 11:17:50.159054",37.478609,8호선,127.126229,819,장지역,"2026-01-26 11:18:09.105469"
372,"2026-01-26 11:17:50.162693",37.471016,8호선,127.126746,820,복정역,"2026-01-26 11:18:09.105469"
373,"2026-01-26 11:17:50.165373",37.462839,8호선,127.139047,821,남위례역,"2026-01-26 11:18:09.105469"
374,"2026-01-26 11:17:50.168550",37.456886,8호선,127.149927,822,산성역,"2026-01-26 11:18:09.105469"
375,"2026-01-26 11:17:50.171709",37.451568,8호선,127.159845,823,남한산성입구역,"2026-01-26 11:18:09.105469"
376,"2026-01-26 11:17:50.175368",37.445057,8호선,127.156735,824,단대오거리역,"2026-01-26 11:18:09.105469"
377,"2026-01-26 11:17:50.179671",37.440952,8호선,127.14759,825,신흥역,"2026-01-26 11:18:09.105469"
378,"2026-01-26 11:17:50.185366",37.437575,8호선,127.140936,826,수진역,"2026-01-26 11:18:09.105469"
379,"2026-01-26 11:17:50.191478",37.433888,8호선,127.129921,827,모란역,"2026-01-26 11:18:09.105469"
380,"2026-01-26 11:17:50.201438",37.578479,9호선,126.797279,901,개화역,"2026-01-26 11:18:09.105469"
381,"2026-01-26 11:17:50.208242",37.561984,9호선,126.801933,902,김포공항역,"2026-01-26 11:18:09.105469"
382,"2026-01-26 11:17:50.220253",37.563701,9호선,126.810561,903,공항시장역,"2026-01-26 11:18:09.105469"
383,"2026-01-26 11:17:50.227226",37.567553,9호선,126.817077,904,신방화역,"2026-01-26 11:18:09.105469"
384,"2026-01-26 11:17:50.232420",37.5667,9호선,126.827478,905,마곡나루역,"2026-01-26 11:18:09.105469"
385,"2026-01-26 11:17:50.240735",37.568307,9호선,126.841539,906,양천향교역,"2026-01-26 11:18:09.105469"
386,"2026-01-26 11:17:50.245962",37.561603,9호선,126.854074,907,가양역,"2026-01-26 11:18:09.105469"
387,"2026-01-26 11:17:50.250287",37.558081,9호선,126.860761,908,증미역,"2026-01-26 11:18:09.105469"
388,"2026-01-26 11:17:50.254619",37.550716,9호선,126.865619,909,등촌역,"2026-01-26 11:18:09.105469"
389,"2026-01-26 11:17:50.257847",37.546971,9호선,126.874662,910,염창역,"2026-01-26 11:18:09.105469"
390,"2026-01-26 11:17:50.261572",37.544243,9호선,126.883147,911,신목동역,"2026-01-26 11:18:09.105469"
391,"2026-01-26 11:17:50.265012",37.537827,9호선,126.893912,912,선유도역,"2026-01-26 11:18:09.105469"
392,"2026-01-26 11:17:50.268812",37.533966,9호선,126.901691,913,당산역,"2026-01-26 11:18:09.105469"
393,"2026-01-26 11:17:50.272125",37.528202,9호선,126.917718,914,국회의사당역,"2026-01-26 11:18:09.105469"
394,"2026-01-26 11:17:50.275855",37.521715,9호선,126.924126,915,여의도역,"2026-01-26 11:18:09.105469"
395,"2026-01-26 11:17:50.279088",37.517115,9호선,126.928583,916,샛강역,"2026-01-26 11:18:09.105469"
396,"2026-01-26 11:17:50.281816",37.513584,9호선,126.940603,917,노량진역,"2026-01-26 11:18:09.105469"
397,"2026-01-26 11:17:50.284505",37.512666,9호선,126.952856,918,노들역,"2026-01-26 11:18:09.105469"
398,"2026-01-26 11:17:50.287689",37.509134,9호선,126.96339,919,흑석역,"2026-01-26 11:18:09.105469"
399,"2026-01-26 11:17:50.290351",37.503026,9호선,126.977843,920,동작역,"2026-01-26 11:18:09.105469"
400,"2026-01-26 11:17:50.293473",37.501402,9호선,126.987337,921,구반포역,"2026-01-26 11:18:09.105469"
401,"2026-01-26 11:17:50.446639",37.503523,9호선,126.996225,922,신반포역,"2026-01-26 11:18:09.105469"
402,"2026-01-26 11:17:50.450099",37.505958,9호선,127.00418,923,고속터미널역,"2026-01-26 11:18:09.105469"
403,"2026-01-26 11:17:50.454585",37.50444,9호선,127.014839,924,사평역,"2026-01-26 11:18:09.105469"
404,"2026-01-26 11:17:50.460299",37.504444,9호선,127.024377,925,신논현역,"2026-01-26 11:18:09.105469"
405,"2026-01-26 11:17:50.464110",37.507324,9호선,127.033905,926,언주역,"2026-01-26 11:18:09.283014"
406,"2026-01-26 11:17:50.468482",37.510278,9호선,127.043902,927,선정릉역,"2026-01-26 11:18:09.283014"
407,"2026-01-26 11:17:50.472159",37.51306,9호선,127.053334,928,삼성중앙역,"2026-01-26 11:18:09.283014"
408,"2026-01-26 11:17:50.475368",37.514258,9호선,127.060257,929,봉은사역,"2026-01-26 11:18:09.283014"
409,"2026-01-26 11:17:50.478321",37.511433,9호선,127.076313,930,종합운동장역,"2026-01-26 11:18:09.283014"
410,"2026-01-26 11:17:50.481027",37.504356,9호선,127.08804,931,삼전역,"2026-01-26 11:18:09.283014"
411,"2026-01-26 11:17:50.483755",37.502453,9호선,127.096961,932,석촌고분역,"2026-01-26 11:18:09.283014"
412,"2026-01-26 11:17:50.486915",37.504929,9호선,127.106682,933,석촌역,"2026-01-26 11:18:09.283014"
413,"2026-01-26 11:17:50.489087",37.510303,9호선,127.112231,934,송파나루역,"2026-01-26 11:18:09.283014"
414,"2026-01-26 11:17:50.491739",37.516311,9호선,127.116168,935,한성백제역,"2026-01-26 11:18:09.283014"
415,"2026-01-26 11:17:50.494596",37.516132,9호선,127.130282,936,올림픽공원역,"2026-01-26 11:18:09.283014"
416,"2026-01-26 11:17:50.496144",37.519395,9호선,127.138706,937,둔촌오륜역,"2026-01-26 11:18:09.283014"
417,"2026-01-26 11:17:50.499401",37.528321,9호선,127.148376,938,중앙보훈병원역,"2026-01-26 11:18:09.283014"
418,"2026-01-26 11:17:50.501907",37.55315,공항철도,126.972533,A01,서울역,"2026-01-26 11:18:09.105469"
419,"2026-01-26 11:17:50.503908",37.542762,공항철도,126.951452,A02,공덕역,"2026-01-26 11:18:09.105469"
420,"2026-01-26 11:17:50.506413",37.557612,공항철도,126.926528,A03,홍대입구역,"2026-01-26 11:18:09.105469"
421,"2026-01-26 11:17:50.508425",37.577407,공항철도,126.898005,A04,디지털미디어시티역,"2026-01-26 11:18:09.105469"
422,"2026-01-26 11:17:50.511495",37.565755,공항철도,126.827512,A042,마곡나루역,"2026-01-26 11:18:09.105469"
423,"2026-01-26 11:17:50.513496",37.56217,공항철도,126.801273,A05,김포공항역,"2026-01-26 11:18:09.105469"
424,"2026-01-26 11:17:50.516496",37.571794,공항철도,126.736372,A06,계양역,"2026-01-26 11:18:09.105469"
425,"2026-01-26 11:17:50.519035",37.569161,공항철도,126.673753,A07,검암역,"2026-01-26 11:18:09.105469"
426,"2026-01-26 11:17:50.521686",37.556374,공항철도,126.624395,A071,청라국제도시역,"2026-01-26 11:18:09.105469"
427,"2026-01-26 11:17:50.524454",37.511887,공항철도,126.524653,A072,영종역,"2026-01-26 11:18:09.106012"
428,"2026-01-26 11:17:50.526639",37.492768,공항철도,126.493644,A08,운서역,"2026-01-26 11:18:09.106012"
429,"2026-01-26 11:17:50.528719",37.458981,공항철도,126.47729,A09,공항화물청사역,"2026-01-26 11:18:09.106012"
430,"2026-01-26 11:17:50.530971",37.447512,공항철도,126.452545,A10,인천공항1터미널역,"2026-01-26 11:18:09.106012"
431,"2026-01-26 11:17:50.533629",37.46853,공항철도,126.432963,A11,인천공항2터미널역,"2026-01-26 11:18:09.106012"
432,"2026-01-26 11:17:50.535742",37.515913,신분당선,127.019587,D04,신사역,"2026-01-26 11:18:09.106012"
433,"2026-01-26 11:17:50.537999",37.510784,신분당선,127.021457,D05,논현역,"2026-01-26 11:18:09.106012"
434,"2026-01-26 11:17:50.540667",37.50398,신분당선,127.024712,D06,신논현역,"2026-01-26 11:18:09.106012"
435,"2026-01-26 11:17:50.542799",37.496491,신분당선,127.028278,D07,강남역,"2026-01-26 11:18:09.106012"
436,"2026-01-26 11:17:50.545493",37.483714,신분당선,127.034844,D08,양재역,"2026-01-26 11:18:09.106012"
437,"2026-01-26 11:17:50.547628",37.469987,신분당선,127.038472,D09,양재시민의숲역,"2026-01-26 11:18:09.106012"
438,"2026-01-26 11:17:50.550231",37.448316,신분당선,127.054687,D10,청계산입구역,"2026-01-26 11:18:09.106012"
439,"2026-01-26 11:17:50.552870",37.394954,신분당선,127.111166,D11,판교역,"2026-01-26 11:18:09.106012"
440,"2026-01-26 11:17:50.555544",37.367221,신분당선,127.108374,D12,정자역,"2026-01-26 11:18:09.106012"
441,"2026-01-26 11:17:50.557636",37.350154,신분당선,127.108823,D13,미금역,"2026-01-26 11:18:09.106012"
442,"2026-01-26 11:17:50.559769",37.337975,신분당선,127.1028,D14,동천역,"2026-01-26 11:18:09.106012"
443,"2026-01-26 11:17:50.562495",37.322531,신분당선,127.094686,D15,수지구청역,"2026-01-26 11:18:09.106012"
444,"2026-01-26 11:17:50.564628",37.313507,신분당선,127.080354,D16,성복역,"2026-01-26 11:18:09.106012"
445,"2026-01-26 11:17:50.567274",37.297649,신분당선,127.069304,D17,상현역,"2026-01-26 11:18:09.106012"
446,"2026-01-26 11:17:50.569366",37.288485,신분당선,127.051638,D18,광교중앙역,"2026-01-26 11:18:09.106012"
447,"2026-01-26 11:17:50.571485",37.301907,신분당선,127.044623,D19,광교역,"2026-01-26 11:18:09.106012"
448,"2026-01-26 11:17:50.574090",37.580552,수인분당선,127.048092,K209,청량리역,"2026-01-26 11:18:09.106012"
449,"2026-01-26 11:17:50.576259",37.562183,수인분당선,127.038272,K210,왕십리역,"2026-01-26 11:18:09.106012"
450,"2026-01-26 11:17:50.578876",37.543412,수인분당선,127.04465,K211,서울숲역,"2026-01-26 11:18:09.106012"
451,"2026-01-26 11:17:50.580958",37.527326,수인분당선,127.04051,K212,압구정로데오역,"2026-01-26 11:18:09.106012"
452,"2026-01-26 11:17:50.581961",37.517041,수인분당선,127.04131,K213,강남구청역,"2026-01-26 11:18:09.106012"
453,"2026-01-26 11:17:50.585808",37.510623,수인분당선,127.043689,K214,선정릉역,"2026-01-26 11:18:09.106012"
454,"2026-01-26 11:17:50.587879",37.504667,수인분당선,127.048959,K215,선릉역,"2026-01-26 11:18:09.106012"
455,"2026-01-26 11:17:50.589879",37.496283,수인분당선,127.052839,K216,한티역,"2026-01-26 11:18:09.106012"
456,"2026-01-26 11:17:50.592391",37.491089,수인분당선,127.055277,K217,도곡역,"2026-01-26 11:18:09.106012"
457,"2026-01-26 11:17:50.594478",37.486956,수인분당선,127.059536,K218,구룡역,"2026-01-26 11:18:09.106012"
458,"2026-01-26 11:17:50.596478",37.489127,수인분당선,127.066085,K219,개포동역,"2026-01-26 11:18:09.106012"
459,"2026-01-26 11:17:50.598478",37.491412,수인분당선,127.072693,K220,대모산입구역,"2026-01-26 11:18:09.106012"
460,"2026-01-26 11:17:50.600996",37.487432,수인분당선,127.101487,K221,수서역,"2026-01-26 11:18:09.106012"
461,"2026-01-26 11:17:50.603618",37.470819,수인분당선,127.126693,K222,복정역,"2026-01-26 11:18:09.106012"
462,"2026-01-26 11:17:50.605988",37.448568,수인분당선,127.126727,K223,가천대역,"2026-01-26 11:18:09.106012"
463,"2026-01-26 11:17:50.608633",37.439731,수인분당선,127.127737,K224,태평역,"2026-01-26 11:18:09.106012"
464,"2026-01-26 11:17:50.611782",37.432351,수인분당선,127.129056,K225,모란역,"2026-01-26 11:18:09.106012"
465,"2026-01-26 11:17:50.614604",37.41143,수인분당선,127.128744,K226,야탑역,"2026-01-26 11:18:09.106012"
466,"2026-01-26 11:17:50.617367",37.396114,수인분당선,127.128228,K227,이매역,"2026-01-26 11:18:09.106012"
467,"2026-01-26 11:17:50.619987",37.385106,수인분당선,127.123461,K228,서현역,"2026-01-26 11:18:09.106012"
468,"2026-01-26 11:17:50.622604",37.378442,수인분당선,127.114275,K229,수내역,"2026-01-26 11:18:09.106012"
469,"2026-01-26 11:17:50.625011",37.367221,수인분당선,127.108374,K230,정자역,"2026-01-26 11:18:09.106012"
470,"2026-01-26 11:17:50.628463",37.350136,수인분당선,127.109055,K231,미금역,"2026-01-26 11:18:09.106012"
471,"2026-01-26 11:17:50.631903",37.339713,수인분당선,127.108917,K232,오리역,"2026-01-26 11:18:09.106012"
472,"2026-01-26 11:17:50.633827",37.324877,수인분당선,127.1074,K233,죽전역,"2026-01-26 11:18:09.106012"
473,"2026-01-26 11:17:50.636599",37.312954,수인분당선,127.108296,K234,보정역,"2026-01-26 11:18:09.106012"
474,"2026-01-26 11:17:50.638754",37.298945,수인분당선,127.105747,K235,구성역,"2026-01-26 11:18:09.106012"
475,"2026-01-26 11:17:50.641416",37.28619,수인분당선,127.111278,K236,신갈역,"2026-01-26 11:18:09.106012"
476,"2026-01-26 11:17:50.643706",37.275981,수인분당선,127.115993,K237,기흥역,"2026-01-26 11:18:09.106012"
477,"2026-01-26 11:17:50.645879",37.261835,수인분당선,127.108614,K238,상갈역,"2026-01-26 11:18:09.106012"
478,"2026-01-26 11:17:50.648553",37.259671,수인분당선,127.079102,K239,청명역,"2026-01-26 11:18:09.106012"
479,"2026-01-26 11:17:50.652806",37.251469,수인분당선,127.071239,K240,영통역,"2026-01-26 11:18:09.106012"
480,"2026-01-26 11:17:50.656104",37.2458,수인분당선,127.057002,K241,망포역,"2026-01-26 11:18:09.106012"
481,"2026-01-26 11:17:50.659860",37.252504,수인분당선,127.040778,K242,매탄권선역,"2026-01-26 11:18:09.106012"
482,"2026-01-26 11:17:50.662548",37.261849,수인분당선,127.030943,K243,수원시청역,"2026-01-26 11:18:09.106012"
483,"2026-01-26 11:17:50.665780",37.265563,수인분당선,127.015576,K244,매교역,"2026-01-26 11:18:09.106012"
484,"2026-01-26 11:17:50.670165",37.266244,수인분당선,127.000167,K245,수원역,"2026-01-26 11:18:09.106012"
485,"2026-01-26 11:17:50.673261",37.249676,수인분당선,126.980417,K246,고색역,"2026-01-26 11:18:09.106012"
486,"2026-01-26 11:17:50.676870",37.243422,수인분당선,126.964051,K247,오목천역,"2026-01-26 11:18:09.106012"
487,"2026-01-26 11:17:50.679103",37.250155,수인분당선,126.908766,K248,어천역,"2026-01-26 11:18:09.106012"
488,"2026-01-26 11:17:50.683169",37.26128,수인분당선,126.883847,K249,야목역,"2026-01-26 11:18:09.106012"
489,"2026-01-26 11:17:50.686178",37.291001,수인분당선,126.867239,K250,사리역,"2026-01-26 11:18:09.106012"
490,"2026-01-26 11:17:50.689174",37.309775,수인분당선,126.853576,K251,한대앞역,"2026-01-26 11:18:09.106012"
491,"2026-01-26 11:17:50.693183",37.315978,수인분당선,126.838477,K252,중앙역,"2026-01-26 11:18:09.106012"
492,"2026-01-26 11:17:50.696655",37.316795,수인분당선,126.822914,K253,고잔역,"2026-01-26 11:18:09.106012"
493,"2026-01-26 11:17:50.699432",37.320646,수인분당선,126.805981,K254,초지역,"2026-01-26 11:18:09.106012"
494,"2026-01-26 11:17:50.702704",37.327063,수인분당선,126.788668,K255,안산역,"2026-01-26 11:18:09.106012"
495,"2026-01-26 11:17:50.705942",37.337412,수인분당선,126.767387,K256,신길온천역,"2026-01-26 11:18:09.106012"
496,"2026-01-26 11:17:50.709152",37.351843,수인분당선,126.742728,K257,정왕역,"2026-01-26 11:18:09.106012"
497,"2026-01-26 11:17:50.712390",37.362106,수인분당선,126.738551,K258,오이도역,"2026-01-26 11:18:09.106012"
498,"2026-01-26 11:17:50.715818",37.380118,수인분당선,126.745484,K259,달월역,"2026-01-26 11:18:09.106012"
499,"2026-01-26 11:17:50.718569",37.391902,수인분당선,126.742597,K260,월곶역,"2026-01-26 11:18:09.106012"
500,"2026-01-26 11:17:50.721868",37.40106,수인분당선,126.733264,K261,소래포구역,"2026-01-26 11:18:09.106012"
501,"2026-01-26 11:17:50.865352",37.400633,수인분당선,126.722265,K262,인천논현역,"2026-01-26 11:18:09.106012"
502,"2026-01-26 11:17:50.871413",37.401891,수인분당선,126.70812,K263,호구포역,"2026-01-26 11:18:09.106012"
503,"2026-01-26 11:17:50.875931",37.407577,수인분당선,126.695454,K264,남동인더스파크역,"2026-01-26 11:18:09.106012"
504,"2026-01-26 11:17:50.880701",37.413139,수인분당선,126.686532,K265,원인재역,"2026-01-26 11:18:09.106012"
505,"2026-01-26 11:17:50.885215",37.418079,수인분당선,126.678424,K266,연수역,"2026-01-26 11:18:09.106012"
506,"2026-01-26 11:17:50.889364",37.430007,수인분당선,126.654507,K267,송도역,"2026-01-26 11:18:09.106012"
507,"2026-01-26 11:17:50.893231",37.438796,수인분당선,126.648609,K268,학익역,"2026-01-26 11:18:09.106012"
508,"2026-01-26 11:17:50.896409",37.448231,수인분당선,126.649695,K269,인하대역,"2026-01-26 11:18:09.106012"
509,"2026-01-26 11:17:50.899517",37.460841,수인분당선,126.638334,K270,숭의역,"2026-01-26 11:18:09.106012"
510,"2026-01-26 11:17:50.903926",37.468584,수인분당선,126.624271,K271,신포역,"2026-01-26 11:18:09.106012"
511,"2026-01-26 11:17:50.908576",37.476423,수인분당선,126.617394,K272,인천역,"2026-01-26 11:18:09.106012"
512,"2026-01-26 11:17:50.913602",37.481117,1호선,126.88277,P142,가산디지털단지역,"2026-01-26 11:18:09.106012"
513,"2026-01-26 11:17:50.919531",37.466089,1호선,126.889484,P143,독산역,"2026-01-26 11:18:09.106012"
514,"2026-01-26 11:17:50.925329",37.455873,1호선,126.893862,P144,금천구청역,"2026-01-26 11:18:09.106012"
515,"2026-01-26 11:17:50.930752",37.416662,1호선,126.884957,P144-1,광명역,"2026-01-26 11:18:09.106012"
516,"2026-01-26 11:17:50.934562",37.435354,1호선,126.902223,P145,석수역,"2026-01-26 11:18:09.106012"
517,"2026-01-26 11:17:50.938314",37.419207,1호선,126.908747,P146,관악역,"2026-01-26 11:18:09.106012"
518,"2026-01-26 11:17:50.941137",37.401843,1호선,126.922743,P147,안양역,"2026-01-26 11:18:09.106012"
519,"2026-01-26 11:17:50.944903",37.385005,1호선,126.935329,P148,명학역,"2026-01-26 11:18:09.106012"
520,"2026-01-26 11:17:50.948216",37.37235,1호선,126.94351,P149,금정역,"2026-01-26 11:18:09.106012"
521,"2026-01-26 11:17:50.951380",37.353782,1호선,126.948518,P150,군포역,"2026-01-26 11:18:09.106012"
522,"2026-01-26 11:17:50.954570",37.343615,1호선,126.948353,P151,당정역,"2026-01-26 11:18:09.106012"
523,"2026-01-26 11:17:50.958291",37.32131,1호선,126.947995,P152,의왕역,"2026-01-26 11:18:09.106012"
524,"2026-01-26 11:17:50.961158",37.300253,1호선,126.971241,P153,성균관대역,"2026-01-26 11:18:09.106012"
525,"2026-01-26 11:17:50.963873",37.284838,1호선,126.989047,P154,화서역,"2026-01-26 11:18:09.106012"
526,"2026-01-26 11:17:50.966010",37.266285,1호선,126.999642,P155,수원역,"2026-01-26 11:18:09.106012"
527,"2026-01-26 11:17:50.969220",37.244135,1호선,127.013721,P156,세류역,"2026-01-26 11:18:09.106012"
528,"2026-01-26 11:17:50.971291",37.206703,1호선,127.033159,P157,병점역,"2026-01-26 11:18:09.106012"
529,"2026-01-26 11:17:50.973825",37.19557,1호선,127.052064,P157-1,서동탄역,"2026-01-26 11:18:09.106012"
530,"2026-01-26 11:17:50.976936",37.187195,1호선,127.043322,P158,세마역,"2026-01-26 11:18:09.106012"
531,"2026-01-26 11:17:50.978936",37.169405,1호선,127.063036,P159,오산대역,"2026-01-26 11:18:09.106012"
532,"2026-01-26 11:17:50.982016",37.145599,1호선,127.066766,P160,오산역,"2026-01-26 11:18:09.106012"
533,"2026-01-26 11:17:50.984562",37.109902,1호선,127.062338,P161,진위역,"2026-01-26 11:18:09.106012"
534,"2026-01-26 11:17:50.986706",37.075255,1호선,127.054363,P162,송탄역,"2026-01-26 11:18:09.106012"
535,"2026-01-26 11:17:50.989364",37.057173,1호선,127.052931,P163,서정리역,"2026-01-26 11:18:09.106012"
536,"2026-01-26 11:17:50.991481",37.018658,1호선,127.07049,P164,평택지제역,"2026-01-26 11:18:09.106012"
537,"2026-01-26 11:17:50.994348",36.990723,1호선,127.085326,P165,평택역,"2026-01-26 11:18:09.106012"
538,"2026-01-26 11:17:50.996469",36.915914,1호선,127.126888,P166,성환역,"2026-01-26 11:18:09.106012"
539,"2026-01-26 11:17:50.998796",36.87063,1호선,127.14397,P167,직산역,"2026-01-26 11:18:09.106012"
540,"2026-01-26 11:17:51.001450",36.833251,1호선,127.149009,P168,두정역,"2026-01-26 11:18:09.106012"
541,"2026-01-26 11:17:51.004132",36.809324,1호선,127.146291,P169,천안역,"2026-01-26 11:18:09.106012"
542,"2026-01-26 11:17:51.006250",36.801159,1호선,127.135694,P170,봉명역,"2026-01-26 11:18:09.106012"
543,"2026-01-26 11:17:51.008560",36.793679,1호선,127.121326,P171,쌍용역,"2026-01-26 11:18:09.106012"
544,"2026-01-26 11:17:51.011204",36.792124,1호선,127.104526,P172,아산역,"2026-01-26 11:18:09.106012"
545,"2026-01-26 11:17:51.013232",36.788333,1호선,127.084718,P173,탕정역,"2026-01-26 11:18:09.106012"
546,"2026-01-26 11:17:51.015790",36.777711,1호선,127.053109,P174,배방역,"2026-01-26 11:18:09.106012"
547,"2026-01-26 11:17:51.017789",36.780506,1호선,127.00321,P176,온양온천역,"2026-01-26 11:18:09.106012"
548,"2026-01-26 11:17:51.019858",36.76932,1호선,126.950423,P177,신창역,"2026-01-26 11:18:09.106012"
549,"2026-01-26 11:17:51.024487",37.527787,5호선,127.136219,P549,둔촌동역,"2026-01-26 11:18:09.106012"
550,"2026-01-26 11:17:51.027487",37.516217,5호선,127.130957,P550,올림픽공원역,"2026-01-26 11:18:09.106012"
551,"2026-01-26 11:17:51.029487",37.508752,5호선,127.126054,P551,방이역,"2026-01-26 11:18:09.106012"
552,"2026-01-26 11:17:51.031487",37.502228,5호선,127.127701,P552,오금역,"2026-01-26 11:18:09.106012"
553,"2026-01-26 11:17:51.033994",37.498097,5호선,127.134817,P553,개롱역,"2026-01-26 11:18:09.106012"
554,"2026-01-26 11:17:51.036026",37.493208,5호선,127.143983,P554,거여역,"2026-01-26 11:18:09.106012"
555,"2026-01-26 11:17:51.038026",37.494972,5호선,127.152784,P555,마천역,"2026-01-26 11:18:09.106012"
